sku;name;categoria;tipo;estilo;corte;cuello;composicion;price;special_price;link_producto;link_imagen;product_type;temporada;Talles-disponibles
I2274SEG21;JoggingSeglien;Joggings;Joggings;Sport;SlimFit;;69%Viscosa-27%Poliamida-4%Elastano;125000;49900;i2274seg21;https://burgues.com/media/catalog/product/i/2/i2274seg21.jpg;configurable;ARCHIVE;
V2274PIE61;JoggingPierre;Joggings;Joggings;Sport;SlimFit;;100%Algodón;125000;49900;v2274pie61;https://burgues.com/media/catalog/product/v/2/v2274pie61.jpg;configurable;ARCHIVE;
I2174SER61;JoggingSerge;Joggings;Joggings;Sport;SlimFit;;69%Viscosa-27%Poliamida-4%Elastano;125000;49900;i2174ser61;https://burgues.com/media/catalog/product/i/2/i2174ser61.jpg;configurable;ARCHIVE;
B0071MER00;JeanMeridian;Pantalones;Denim;Sport;SlimFit;;CottonBlend|98%Algodón-2%Elastano;125000;49900;b0071mer00;https://burgues.com/media/catalog/product/b/0/b0071mer00.jpg;configurable;ARCHIVE;28
L0071SER21;JeanSerrano;Pantalones;Denim;Sport;SlimFit;;CottonBlend|98%Algodón-2%Elastano;125000;49900;l0071ser21;https://burgues.com/media/catalog/product/l/0/l0071ser21.jpg;configurable;ARCHIVE;
B0074SEG12;JoggingSeglien;Pantalones;Joggings;Sport;SlimFit;;69%Viscosa-27%Poliamida-4%Elastano;125000;49900;b0074seg12;https://burgues.com/media/catalog/product/b/0/b0074seg12.jpg;configurable;ARCHIVE;
V2274PIE66;JoggingPierre;Pantalones;Joggings;Sport;SlimFit;;100%Algodón;125000;49900;v2274pie66;https://burgues.com/media/catalog/product/v/2/v2274pie66.jpg;configurable;ARCHIVE;
I2174SER21;JoggingSerge;Pantalones;Joggings;Sport;SlimFit;;69%Viscosa-27%Poliamida-4%Elastano;125000;49900;i2174ser21;https://burgues.com/media/catalog/product/i/2/i2174ser21.jpg;configurable;ARCHIVE;
L0074STA14;JoggingStamp;Pantalones;Joggings;Sport;SlimFit;;100%Algodón;125000;49900;l0074sta14;https://burgues.com/media/catalog/product/l/0/l0074sta14.jpg;configurable;ARCHIVE;
V2343ICO01;BuzoIconic;Buzos;Buzos;Sport;Regular;CuelloRedondo;100%Algodón;125000;49900;v2343ico01;https://burgues.com/media/catalog/product/v/2/v2343ico01-2.jpg;configurable;ARCHIVE;XS|S
I2043ICO61;BuzoIconic;Buzos;Buzos;Sport;Regular;CuelloRedondo;100%Algodón;125000;49900;i2043ico61;https://burgues.com/media/catalog/product/i/2/i2043ico61.jpg;configurable;ARCHIVE;
V2343ICO12;BuzoIconic;Buzos;Buzos;Sport;Regular;CuelloRedondo;100%Algodón;125000;49900;v2343ico12;https://burgues.com/media/catalog/product/v/2/v2343ico12.jpg;configurable;ARCHIVE;
V2343ICO23;BuzoIconic;Buzos;Buzos;Sport;Regular;CuelloRedondo;100%Algodón;125000;49900;v2343ico23;https://burgues.com/media/catalog/product/v/2/v2343ico23-1.jpg;configurable;ARCHIVE;XS|M
I2243ICO2A;BuzoIconic;Buzos;Buzos;Sport;Regular;CuelloRedondo;100%Algodón;125000;49900;i2243ico2a;https://burgues.com/media/catalog/product/i/2/i2243ico2a.jpg;configurable;ARCHIVE;XS|S
I2143MAI21;BuzoMaison;Buzos;Buzos;Sport;Regular;CuelloRedondo;100%Algodón;125000;49900;i2143mai21;https://burgues.com/media/catalog/product/i/2/i2143mai21-1.jpg;configurable;ARCHIVE;
T0043ICO10;BuzoIconic;Buzos;Buzos;Sport;Regular;CuelloRedondo;100%Algodón;125000;49900;t0043ico10;https://burgues.com/media/catalog/product/l/0/l0043ico10-2.jpg;configurable;ARCHIVE;XS
T0043IRV10;BuzoIrvin;Buzos;Buzos;Sport;Regular;CuelloRedondo;100%Algodón;149000;69900;t0043irv10;https://burgues.com/media/catalog/product/t/0/t0043irv10-5_2_.jpg;configurable;ARCHIVE;
I2364GOD10;CamperaGodard;Abrigos;Camperas;Vestir;Regular;;100%Algodón;200000;120000;i2364god10;https://burgues.com/media/catalog/product/i/2/i2364god10.jpg;configurable;ARCHIVE;
I2364GOD21;CamperaGodard;Abrigos;Camperas;Vestir;Regular;;100%Algodón;200000;120000;i2364god21;https://burgues.com/media/catalog/product/i/2/i2364god21.jpg;configurable;ARCHIVE;
I2364GOD08;CamperaGodard;Abrigos;Camperas;Vestir;Regular;;100%Algodón;200000;120000;i2364god08;https://burgues.com/media/catalog/product/i/2/i2364god08.jpg;configurable;ARCHIVE;
B0073NOR61;PantalónNorah;Pantalones;Pantalones;Vestir;SlimFit;;CottonBlend|98%Algodón-2%Elastano;179900;99900;b0073nor61;https://burgues.com/media/catalog/product/b/0/b0073nor61-1.jpg;configurable;ARCHIVE;38|44|48
B0073NOR66;PantalónNorah;Pantalones;Pantalones;Vestir;SlimFit;;CottonBlend|98%Algodón-2%Elastano;179900;99900;b0073nor66;https://burgues.com/media/catalog/product/b/0/b0073nor66-1.jpg;configurable;ARCHIVE;44|46|48|50
B0073NOR10;PantalónNorah;Pantalones;Pantalones;Vestir;SlimFit;;CottonBlend|98%Algodón-2%Elastano;179900;99900;b0073nor10;https://burgues.com/media/catalog/product/b/0/b0073nor10-1_1.jpg;configurable;ARCHIVE;40|42|44|46|48
B0073NOR21;PantalónNorah;Pantalones;Pantalones;Vestir;SlimFit;;CottonBlend|98%Algodón-2%Elastano;179900;99900;b0073nor21;https://burgues.com/media/catalog/product/b/0/b0073nor21_0010.jpg;configurable;ARCHIVE;
T0021LIN10;RemeraLinen|PuroLino;Remeras;Remeras;Vestir;ClassicFit;;100%Lino;159900;79900;t0021lin10;https://burgues.com/media/catalog/product/t/0/t0021lin10_0099.jpg;configurable;ARCHIVE;XS|S|M|L|XL|XXL
T0021HEA01;RemeraHeavy;Remeras;Remeras;Vestir;Classic;CuelloRedondo;100%Algodón;129900;49900;t0021hea01;https://burgues.com/media/catalog/product/t/0/t0021hea01-4.jpg;configurable;ARCHIVE;
T0021HEA10;RemeraHeavy;Remeras;Remeras;Vestir;Classic;CuelloRedondo;100%Algodón;129900;49900;t0021hea10;https://burgues.com/media/catalog/product/t/0/t0021hea10-1.jpg;configurable;ARCHIVE;
T0021HEA62;RemeraHeavy;Remeras;Remeras;Vestir;Classic;CuelloRedondo;100%Algodón;129900;49900;t0021hea62;https://burgues.com/media/catalog/product/t/0/t0021hea62-4.jpg;configurable;ARCHIVE;
I2221HEA12;RemeraHeavy;Remeras;Remeras;Vestir;Classic;CuelloRedondo;100%Algodón;129900;49900;i2221hea12;https://burgues.com/media/catalog/product/i/2/i2221hea12.jpg;configurable;ARCHIVE;
I2221HEF01;RemeraInterlockBordadaHefty;Remeras;Remeras;Vestir;Classic;CuelloRedondo;100%Algodón;129900;49900;i2221hef01;https://burgues.com/media/catalog/product/i/2/i2221hef01.jpg;configurable;ARCHIVE;
I2221HEF10;RemeraHefty;Remeras;Remeras;Vestir;Classic;CuelloRedondo;100%Algodón;129900;49900;i2221hef10;https://burgues.com/media/catalog/product/i/2/i2221hef10.jpg;configurable;ARCHIVE;
T0021BAN01;RemeraBastianPimaPeruano;Remeras;Remeras;Sport;Regular;CuelloRedondo;100%Algodón;129900;49900;t0021ban01;https://burgues.com/media/catalog/product/t/0/t0021ban01-1.jpg;configurable;ARCHIVE;
T0021BAN21;RemeraBastianPimaPeruano;Remeras;Remeras;Sport;Regular;CuelloRedondo;100%Algodón;129900;49900;t0021ban21;https://burgues.com/media/catalog/product/t/0/t0021ban21-1.jpg;configurable;ARCHIVE;
T0020PAV01;ChombaPavi;Remeras;Remeras;Vestir;Classic;CuelloRedondo;100%Algodón;109900;29900;t0020pav01;https://burgues.com/media/catalog/product/t/0/t0020pav01-1.jpg;configurable;ARCHIVE;XS|XL
T0020PAV10;ChombaPavi;Remeras;Remeras;Vestir;Classic;CuelloRedondo;100%Algodón;109900;29900;t0020pav10;https://burgues.com/media/catalog/product/t/0/t0020pav10-1.jpg;configurable;ARCHIVE;
I2243TED10;CamperaTed;Buzos;Camperas;Vestir;Regular;;100%Algodón;180000;99900;i2243ted10;https://burgues.com/media/catalog/product/i/2/i2243ted10-1.jpg;configurable;ARCHIVE;
I2343TEDN4;CamperaTed;Buzos;Camperas;Vestir;Regular;;100%Algodón;180000;99900;i2343tedn4;https://burgues.com/media/catalog/product/i/2/i2343tedn4.jpg;configurable;ARCHIVE;
I2143TED21;CamperaTed;Abrigos;Camperas;Vestir;Regular;;100%Algodón;180000;99900;i2143ted21;https://burgues.com/media/catalog/product/i/2/i2143ted21.jpg;configurable;ARCHIVE;
T0064SEG10;CamperaSeglien;Abrigos;Camperas;Sport;Regular;;69%Viscosa27%Poliamida4%Elastano.;150000;69900;t0064seg10;https://burgues.com/media/catalog/product/t/0/t0064seg10.jpg;configurable;ARCHIVE;
T0064SEG21;CamperaSeglien;Abrigos;Camperas;Sport;Regular;;69%Viscosa27%Poliamida4%Elastano.;150000;69900;t0064seg21;https://burgues.com/media/catalog/product/t/0/t0064seg21.jpg;configurable;ARCHIVE;
T0043PAR61;CamperaParis;Buzos;Camperas;Vestir;Regular;;100%Algodón;150000;69900;t0043par61;https://burgues.com/media/catalog/product/t/0/t0043par61.jpg;configurable;ARCHIVE;XS|S
B0071TOR21;JeanTorino;Denim;Denim;Sport;SlimFit;;CottonBlend|98%Algodón-2%Elastano;150000;69900;b0071tor21;https://burgues.com/media/catalog/product/b/0/b0071tor21-1.jpg;configurable;ARCHIVE;28
B0073GRA10;PantalónGrant;Pantalones;Pantalones;Vestir;SlimFit;;100%Lino;150000;69900;b0073gra10;https://burgues.com/media/catalog/product/b/0/b0073gra10.jpg;configurable;ARCHIVE;
S0095GAL00;ZapatillaGalaxy;Shoes;Zapatillas;Sport;;;100%CueroVacuno;150000;69900;s0095gal00;https://burgues.com/media/catalog/product/s/0/s0095gal00.jpg;configurable;ARCHIVE;39|40
S0095GAL10;ZapatillaGalaxy;Shoes;Zapatillas;Sport;;;100%CueroVacuno;150000;69900;s0095gal10;https://burgues.com/media/catalog/product/s/0/s0095gal10.jpg;configurable;ARCHIVE;
L0052SHI23;CamisaShine;Camisas;Camisas;Vestir;SlimFit;CuelloCutaway;CottonBlend|98%Algodón-2%Elastano;150000;69900;l0052shi23;https://burgues.com/media/catalog/product/l/0/l0052shi23.jpg;configurable;ARCHIVE;
L0052SHI21;CamisaShine;Camisas;Camisas;Vestir;SlimFit;CuelloCutaway;CottonBlend|98%Algodón-2%Elastano;150000;69900;l0052shi21;https://burgues.com/media/catalog/product/l/0/l0052shi21.jpg;configurable;ARCHIVE;
L0052SHI01;CamisaShine;Camisas;Camisas;Vestir;SlimFit;CuelloCutaway;CottonBlend|98%Algodón-2%Elastano;150000;69900;l0052shi01;https://burgues.com/media/catalog/product/l/0/l0052shi01.jpg;configurable;ARCHIVE;
L0052SHI10;CamisaShine;Camisas;Camisas;Vestir;SlimFit;CuelloCutaway;CottonBlend|98%Algodón-2%Elastano;150000;69900;l0052shi10;https://burgues.com/media/catalog/product/l/0/l0052shi10.jpg;configurable;ARCHIVE;
T0052OSL01;CamisaOslo|PuroLino;Camisas;Camisas;Vestir;ClassicFit;CuelloCutaway;100%Lino;150000;69900;t0052osl01;https://burgues.com/media/catalog/product/t/0/t0052osl01.jpg;configurable;ARCHIVE;
T0052OSL21;CamisaOslo|PuroLino;Camisas;Camisas;Vestir;ClassicFit;CuelloCutaway;100%Lino;150000;69900;t0052osl21;https://burgues.com/media/catalog/product/t/0/t0052osl21.jpg;configurable;ARCHIVE;XS|S
T0052OSL10;CamisaOslo|PuroLino;Camisas;Camisas;Vestir;ClassicFit;CuelloCutaway;100%Lino;150000;69900;t0052osl10;https://burgues.com/media/catalog/product/t/0/t0052osl10.jpg;configurable;ARCHIVE;
S0095GAL01;ZapatillaGalaxy;Shoes;Zapatillas;Sport;;;100%CueroVacuno;150000;69900;s0095gal01;https://burgues.com/media/catalog/product/s/0/s0095gal01.jpg;configurable;ARCHIVE;
T0052MOR01;CamisaMoroco;Camisas;Camisas;Vestir;SlimFit;CuelloCutaway;100%Algodón;150000;69900;t0052mor01;https://burgues.com/media/catalog/product/t/0/t0052mor01.jpg;configurable;ARCHIVE;XS|S
V2352BLA01;CamisaBlake;Camisas;Camisas;Sport;ClassicFit;CuelloCutaway;100%Algodón;150000;69900;v2352bla01;https://burgues.com/media/catalog/product/v/2/v2352bla01.jpg;configurable;ARCHIVE;XS|XXL|3XL
T0052LAG21;CamisaLagar;Camisas;Camisas;Vestir;SlimFit;CuelloCutaway;100%Algodón;140000;59900;t0052lag21;https://burgues.com/media/catalog/product/t/0/t0052lag21-1.jpg;configurable;ARCHIVE;XS|S|XXL|3XL
T0052LAG61;CamisaLagar;Camisas;Camisas;Vestir;SlimFit;CuelloCutaway;100%Algodón;140000;59900;t0052lag61;https://burgues.com/media/catalog/product/t/0/t0052lag61-1.jpg;configurable;ARCHIVE;XS|S|XL
T0052LAG3E;CamisaLagar;Camisas;Camisas;Vestir;SlimFit;CuelloCutaway;100%Algodón;140000;59900;t0052lag3e;https://burgues.com/media/catalog/product/t/0/t0052lag3e-1.jpg;configurable;ARCHIVE;XS|S|M|L|XL|XXL
T0052LAG62;CamisaLagar;Camisas;Camisas;Vestir;SlimFit;CuelloCutaway;100%Algodón;140000;59900;t0052lag62;https://burgues.com/media/catalog/product/t/0/t0052lag62_1038.jpg;configurable;ARCHIVE;XS|S
T0052LEG30;CamisaLeger;Camisas;Camisas;Vestir;SlimFit;CuelloCutaway;100%Algodón;140000;59900;t0052leg30;https://burgues.com/media/catalog/product/t/0/t0052leg30.jpg;configurable;ARCHIVE;3XL
T0052LAG30;CamisaLagar;Camisas;Camisas;Vestir;SlimFit;;100%Algodón;140000;59900;t0052lag30;https://burgues.com/media/catalog/product/t/0/t0052lag30_1.jpg;configurable;ARCHIVE;3XL
T0052LEG01;CamisaLeger;Camisas;Camisas;Vestir;SlimFit;;100%Algodón;140000;59900;t0052leg01;https://burgues.com/media/catalog/product/t/0/t0052leg01.jpg;configurable;ARCHIVE;XXL|3XL
T0052LEG21;CamisaLeger;Camisas;Camisas;Vestir;SlimFit;;100%Algodón;140000;59900;t0052leg21;https://burgues.com/media/catalog/product/i/2/i2152leg21-1.jpg;configurable;ARCHIVE;S|3XL
T0052LEI21;CamisaLeir;Camisas;Camisas;Vestir;SlimFit;CuelloCutaway;100%Algodón;130000;49900;t0052lei21;https://burgues.com/media/catalog/product/b/_/b_i23_0824_1.jpg;configurable;ARCHIVE;XS|S|M|L|XL|XXL|3XL
B0075SOP10;BermudaSophia;Bermudas;Bermudas;Sport;ClassicFit;;100%Lino;130000;49900;b0075sop10;https://burgues.com/media/catalog/product/b/0/b0075sop10.jpg;configurable;ARCHIVE;
T0043LEN01;BuzoPuroLinoLenox;Buzos;Buzos;Sport;Regular;CuelloRedondo;100%Lino;130000;49900;t0043len01;https://burgues.com/media/catalog/product/t/0/t0043len01.jpg;configurable;ARCHIVE;M|L|XL|XXL
T0043LEN21;BuzoPuroLinoLenox;Buzos;Buzos;Sport;Regular;CuelloRedondo;100%Lino;130000;49900;t0043len21;https://burgues.com/media/catalog/product/t/0/t0043len21.jpg;configurable;ARCHIVE;L|XL|XXL
B0075SOP21;BermudaSophia;Bermudas;Bermudas;Sport;ClassicFit;;100%Lino;130000;49900;b0075sop21;https://burgues.com/media/catalog/product/b/0/b0075sop21.jpg;configurable;ARCHIVE;
B0075SOP63;BermudaSophia;Bermudas;Bermudas;Sport;ClassicFit;;100%Lino;130000;49900;b0075sop63;https://burgues.com/media/catalog/product/b/0/b0075sop63.jpg;configurable;ARCHIVE;
B0077RINA2;BermudaRino;Bermudas;Bermudas;Vestir;ClassicFit;;LinenBlend|53%Lino-47%Algodón;130000;49900;b0077rina2;https://burgues.com/media/catalog/product/b/0/b0077rina2.jpg;configurable;ARCHIVE;40|42|44|46
T0043LEN35;BuzoPuroLinoLenox;Buzos;Buzos;Sport;Regular;;100%Lino;130000;49900;t0043len35;https://burgues.com/media/catalog/product/_/l/_lr02283_1_.jpg;configurable;ARCHIVE;S|XL|XXL
V1873RYA40;PantalónRyan;Pantalones;Pantalones;Vestir;SlimFit;;CottonBlend|95%Algodón-5%Elastano;150000;69000;v1873rya40;https://burgues.com/media/catalog/product/v/1/v1873rya40.jpg;configurable;ARCHIVE;42|44|46
V1873RYA62;PantalónRyan;Pantalones;Pantalones;Vestir;SlimFit;;CottonBlend|95%Algodón-5%Elastano;150000;69000;v1873rya62;https://burgues.com/media/catalog/product/v/1/v1873rya62.jpg;configurable;ARCHIVE;
V1873RYA10;PantalónRyan;Pantalones;Pantalones;Vestir;SlimFit;;CottonBlend|95%Algodón-5%Elastano;150000;69000;v1873rya10;https://burgues.com/media/catalog/product/v/1/v1873rya10.jpg;configurable;ARCHIVE;
V2373CUZ21;PantalónCuzco;Pantalones;Pantalones;Vestir;SlimFit;;100%Lino;160000;75000;v2373cuz21;https://burgues.com/media/catalog/product/v/2/v2373cuz21.jpg;configurable;ARCHIVE;
V2373CUZ10;PantalónCuzco;Pantalones;Pantalones;Vestir;SlimFit;;100%Lino;160000;75000;v2373cuz10;https://burgues.com/media/catalog/product/v/2/v2373cuz10.jpg;configurable;ARCHIVE;
B0071DER24;JeanDerby;Denim;Pantalones;Sport;SlimFit;;CottonBlend|98%Algodón-2%Elastano;135000;49900;b0071der24;https://burgues.com/media/catalog/product/b/0/b0071der24-1.jpg;configurable;ARCHIVE;
B0071LOI23;JeanLois;Denim;Pantalones;Sport;SlimFit;;CottonBlend|98%Algodón-2%Elastano;135000;49900;b0071loi23;https://burgues.com/media/catalog/product/b/0/b0071loi23-1.jpg;configurable;ARCHIVE;28|30
T0041GRE50;SweaterGreta;Sweaters;Sweaters;Vestir;SlimFit;CuelloRedondo;CottonBlend|80%Algodón-20%Viscosa;135000;49900;t0041gre50;https://burgues.com/media/catalog/product/_/d/_dsc1426.jpg;configurable;ARCHIVE;
T0041GRE10;SweaterGreta;Sweaters;Sweaters;Vestir;SlimFit;;CottonBlend|80%Algodón-20%Viscosa;135000;49900;t0041gre10;https://burgues.com/media/catalog/product/t/0/t0041gre10.jpg;configurable;ARCHIVE;
T0041GRE08;SweaterGreta;Sweaters;Sweaters;Vestir;SlimFit;CuelloRedondo;CottonBlend|80%Algodón-20%Viscosa;135000;49900;t0041gre08;https://burgues.com/media/catalog/product/t/0/t0041gre08.jpg;configurable;ARCHIVE;
T0051GAL21;PoloGala|PuroAlgodón;Sweaters;Chombas;Vestir;Relaxed;;100%Algodón;239900;149900;t0051gal21;https://burgues.com/media/catalog/product/t/0/t0051gal21_0524.jpg;configurable;ARCHIVE;
T0051GAL66;PoloGala|PuroAlgodón;Sweaters;Chombas;Vestir;Regular;;100%Algodón;239900;149900;t0051gal66;https://burgues.com/media/catalog/product/t/0/t0051gal66_1322.jpg;configurable;ARCHIVE;XS|L|XL|XXL
T0043YOR10;BuzoYork;Buzos;Buzos;Sport;Regular;CuelloPolera;100%Algodón;139900;49900;t0043yor10;https://burgues.com/media/catalog/product/t/0/t0043yor10-4.jpg;configurable;ARCHIVE;XS|S
T0043YOR08;BuzoYork;Buzos;Buzos;Sport;Regular;CuelloPolera;100%Algodón;139900;49900;t0043yor08;https://burgues.com/media/catalog/product/t/0/t0043yor08-1.jpg;configurable;ARCHIVE;XS|S|XL
I2343YOR55;BuzoYork;Buzos;Buzos;Sport;Regular;CuelloPolera;100%Algodón;139900;49900;i2343yor55;https://burgues.com/media/catalog/product/i/2/i2343yor55.jpg;configurable;ARCHIVE;XS|S|L|XL|XXL
T0052FRA10;CamisaFrancis;Camisas;Camisas;Vestir;SlimFit;CuelloCutaway;100%Algodón;160000;69900;t0052fra10;https://burgues.com/media/catalog/product/t/0/t0052fra10.jpg;configurable;ARCHIVE;XS|S|M
T0043CRO21;HoodieCross;Buzos;Hoodies;Sport;Regular;CuelloenV;100%Algodón;140000;49900;t0043cro21;https://burgues.com/media/catalog/product/t/0/t0043cro21-1.jpg;configurable;ARCHIVE;XS|S|M
T0043LIT10;HoodieLittle;Buzos;Hoodies;Sport;Regular;;100%Algodón;140000;49900;t0043lit10;https://burgues.com/media/catalog/product/t/0/t0043lit10.jpg;configurable;ARCHIVE;XS
V2343LIT23;HoodieLittle;Buzos;Hoodies;Sport;Regular;;100%Algodón;140000;49900;v2343lit23;https://burgues.com/media/catalog/product/v/2/v2343lit23.jpg;configurable;ARCHIVE;
I2341ROM61;SweaterRomeo;Sweaters;Sweaters;Vestir;SlimFit;CuelloRedondo;WoolBlend|50%Lana-50%Acrilico;140000;49900;i2341rom61;https://burgues.com/media/catalog/product/i/2/i2341rom61-1.jpg;configurable;ARCHIVE;
I2341ROM10;SweaterRomeo;Sweaters;Sweaters;Vestir;SlimFit;CuelloRedondo;WoolBlend|50%Lana-50%Acrilico;140000;49900;i2341rom10;https://burgues.com/media/catalog/product/i/2/i2341rom10.jpg;configurable;ARCHIVE;
I2341ROM21;SweaterRomeo;Sweaters;Sweaters;Vestir;SlimFit;CuelloRedondo;WoolBlend|50%Lana-50%Acrilico;140000;49900;i2341rom21;https://burgues.com/media/catalog/product/i/2/i2341rom21.jpg;configurable;ARCHIVE;
I2341ROM30;SweaterRomeo;Sweaters;Sweaters;Vestir;SlimFit;CuelloRedondo;WoolBlend|50%Lana-50%Acrilico;140000;49900;i2341rom30;https://burgues.com/media/catalog/product/i/2/i2341rom30-1.jpg;configurable;ARCHIVE;
L0073DOH62;PantalónDoha;Pantalones;Pantalones;Vestir;SlimFit;;100%Algodón;140000;49900;l0073doh62;https://burgues.com/media/catalog/product/l/0/l0073doh62.jpg;configurable;ARCHIVE;
L0073DOH21;PantalónDoha;Pantalones;Pantalones;Vestir;SlimFit;;100%Algodón;140000;49900;l0073doh21;https://burgues.com/media/catalog/product/l/0/l0073doh21.jpg;configurable;ARCHIVE;
L0073DOH23;PantalónDoha;Pantalones;Pantalones;Vestir;SlimFit;;100%Algodón;140000;49900;l0073doh23;https://burgues.com/media/catalog/product/l/0/l0073doh23.jpg;configurable;ARCHIVE;
V2273EMI30;PantalónEmilia;Pantalones;Pantalones;Vestir;SlimFit;;CottonBlend|98%Algodón-2%Spandex;140000;49900;v2273emi30;https://burgues.com/media/catalog/product/v/2/v2273emi30.jpg;configurable;ARCHIVE;44|48|50
V2273EMI21;PantalónEmilia;Pantalones;Pantalones;Vestir;SlimFit;;CottonBlend|98%Algodón-2%Spandex;140000;49900;v2273emi21;https://burgues.com/media/catalog/product/v/2/v2273emi21.jpg;configurable;ARCHIVE;
V2273EMI10;PantalónEmilia;Pantalones;Pantalones;Vestir;SlimFit;;CottonBlend|98%Algodón-2%Spandex;140000;49900;v2273emi10;https://burgues.com/media/catalog/product/v/2/v2273emi10.jpg;configurable;ARCHIVE;44|50
V2273EMI08;PantalónEmilia;Pantalones;Pantalones;Vestir;SlimFit;;CottonBlend|98%Algodón-2%Spandex;140000;49900;v2273emi08;https://burgues.com/media/catalog/product/v/2/v2273emi08.jpg;configurable;ARCHIVE;
V2273EMI62;PantalónEmilia;Pantalones;Pantalones;Vestir;SlimFit;;CottonBlend|98%Algodón-2%Spandex;140000;49900;v2273emi62;https://burgues.com/media/catalog/product/2/2/22743_1_12.jpg;configurable;ARCHIVE;
I2341ROM55;SweaterRomeo;Sweaters;Sweaters;Vestir;SlimFit;CuelloRedondo;WoolBlend|50%Lana-50%Acrilico;140000;49900;i2341rom55;https://burgues.com/media/catalog/product/i/2/i2341rom55.jpg;configurable;ARCHIVE;
I2243LIT39;HoodieLittle;Buzos;Hoodies;Sport;Regular;;100%Algodón;140000;49900;i2243lit39;https://burgues.com/media/catalog/product/i/2/i2243lit39_1.jpg;configurable;ARCHIVE;
V2341MAL21;HoodieMalta;Buzos;Hoodies;Sport;Regular;;100%Algodón;140000;49900;v2341mal21;https://burgues.com/media/catalog/product/v/2/v2341mal21.jpg;configurable;ARCHIVE;
B0073DAR10;PantalónDargent;Pantalones;Pantalones;Vestir;SlimFit;;65%Poliéster-33%Viscosa-2%Elastano;140000;49900;b0073dar10;https://burgues.com/media/catalog/product/_/l/_lr02286.jpg;configurable;ARCHIVE;
B0073DAR21;PantalónDargent;Pantalones;Pantalones;Vestir;SlimFit;;65%Poliéster-33%Viscosa-2%Elastano;140000;49900;b0073dar21;https://burgues.com/media/catalog/product/_/l/_lr02291.jpg;configurable;ARCHIVE;
I2341MAL10;HoodieMalta;Buzos;Hoodies;Sport;Regular;;100%Algodón;140000;49900;i2341mal10;https://burgues.com/media/catalog/product/i/2/i2341mal10-1.jpg;configurable;ARCHIVE;XS
T0030AUS10;CamperaAustin;Abrigos;Camperas;Vestir;ClassicFit;;Delantero/espalda:100%poliéster-mangastejido:100%poliéster-forrería:100%poliamida-relleno:100%poliéster;399900;299900;t0030aus10;https://burgues.com/media/catalog/product/t/0/t0030aus10_0722.jpg;configurable;ARCHIVE;XS
T0030AUS21;CamperaAustin;Abrigos;Camperas;Vestir;ClassicFit;;Delantero/espalda:100%poliéster-mangastejido:100%poliéster-forrería:100%poliamida-relleno:100%poliéster;399900;299900;t0030aus21;https://burgues.com/media/catalog/product/t/0/t0030aus21_0661.jpg;configurable;ARCHIVE;XS
T0030AUS60;CamperaAustin;Abrigos;Camperas;Vestir;ClassicFit;;Delantero/espalda:100%poliéster-mangastejido:100%poliéster-forrería:100%poliamida-relleno:100%poliéster;399900;299900;t0030aus60;https://burgues.com/media/catalog/product/t/0/t0030aus60_0631.jpg;configurable;ARCHIVE;
B0073MER21;PantalónMerida;Pantalones;Pantalones;Vestir;SlimFit;;100%Lino;299000;199000;b0073mer21;https://burgues.com/media/catalog/product/b/0/b0073mer21-1.jpg;configurable;ARCHIVE;42|44|46|48|50
B0073MER04;PantalónMerida;Pantalones;Pantalones;Vestir;SlimFit;;100%Lino;299000;199000;b0073mer04;https://burgues.com/media/catalog/product/b/0/b0073mer04.jpg;configurable;ARCHIVE;46|48
B0073MER13;PantalónMerida;Pantalones;Pantalones;Vestir;SlimFit;;100%Lino;299000;199000;b0073mer13;https://burgues.com/media/catalog/product/b/0/b0073mer13.jpg;configurable;ARCHIVE;46|50
B0073MER63;PantalónMerida;Pantalones;Pantalones;Vestir;SlimFit;;100%Lino;299000;199000;b0073mer63;;configurable;ARCHIVE;46|48
B0073MER35;PantalónMerida;Pantalones;Pantalones;Vestir;SlimFit;;100%Lino;299000;199000;b0073mer35;https://burgues.com/media/catalog/product/b/0/b0073mer35.jpg;configurable;ARCHIVE;46|48
T0052GNTA8;CamisaGannat;Camisas;Camisas;Vestir;Relaxed;;100%Algodón;249900;149900;t0052gnta8;https://burgues.com/media/catalog/product/t/0/t0052gnta8_0080.jpg;configurable;ARCHIVE;XS|S|XL
T0052MAG01;CamisaMagno|PuroLino;Camisas;Camisas;Vestir;ClassicFit;CuelloCutaway;100%Lino;199900;99900;t0052mag01;https://burgues.com/media/catalog/product/t/0/t0052mag01-4_1.jpg;configurable;ARCHIVE;XS|S|XL
T0052MAG21;CamisaMagno|PuroLino;Camisas;Camisas;Vestir;ClassicFit;CuelloCutaway;100%Lino;199900;99900;t0052mag21;https://burgues.com/media/catalog/product/t/0/t0052mag21-1.jpg;configurable;ARCHIVE;XS|S
B0073UNI08;PantalónUnique;Pantalones;Pantalones;Vestir;FrenchFit;;CottonBlend|95%Algodón-5%Elastano;199900;99900;b0073uni08;https://burgues.com/media/catalog/product/b/0/b0073uni08-1_1.jpg;configurable;ARCHIVE;42|44|46
B0073UNI64;PantalónUnique;Pantalones;Pantalones;Vestir;FrenchFit;;CottonBlend|95%Algodón-5%Elastano;199900;99900;b0073uni64;https://burgues.com/media/catalog/product/b/0/b0073uni64_0035.jpg;configurable;ARCHIVE;46|48|50
