sku;name;categoria;tipo;estilo;corte;cuello;composicion;price;special_price;link_producto;link_imagen;product_type;temporada;Talles-disponibles
X0031ARD21;AmboArduino|MadeinItaly;Sastreria;Sacos;Vestir;ClassicFit;;100%Lana;3449900;3449900;x0031ard21;https://burgues.com/media/catalog/product/x/0/x0031ard21-1.jpg;configurable;TEMPORADA;
X0031ARD10;AmboArduino|MadeinItaly;Sastreria;Sacos;Vestir;ClassicFit;;100%Lana;3449900;3449900;x0031ard10;https://burgues.com/media/catalog/product/x/0/x0031ard10-1.jpg;configurable;TEMPORADA;
X0031LAU21;AmboSmokingLaurent;Sastreria;Smoking;Vestir;SlimFit;;100%Lana;2499900;2499900;x0031lau21;https://burgues.com/media/catalog/product/x/0/x0031lau21-1.jpg;configurable;TEMPORADA;
X0031LAU10;AmboSmokingLaurent;Sastreria;Smoking;Vestir;SlimFit;;100%Lana;2499900;2499900;x0031lau10;https://burgues.com/media/catalog/product/x/0/x0031lau10-1.jpg;configurable;TEMPORADA;
T0061MAR2A;SacoMarzotto|MadeinItaly;Sastreria;Sacos;Vestir;ClassicFit;;100%Lana.Forro:100%Acetato;1599900;1599900;t0061mar2a;https://burgues.com/media/catalog/product/t/0/t0061mar2a-1.jpg;configurable;TEMPORADA;
T0061MAR10;SacoMarzotto|MadeinItaly;Sastreria;Sacos;Vestir;ClassicFit;;100%Lana.Forro:100%Acetato;1599900;1599900;t0061mar10;https://burgues.com/media/catalog/product/t/0/t0061mar10-1.jpg;configurable;TEMPORADA;
T0061MAR21;SacoMarzotto|MadeinItaly;Sastreria;Sacos;Vestir;ClassicFit;;100%Lana.Forro:100%Acetato;1599900;1599900;t0061mar21;https://burgues.com/media/catalog/product/t/0/t0061mar21-4.jpg;configurable;TEMPORADA;
T0081WAT10;CamperaWaters|OvejaPatagonica;Abrigos;Camperas;;Regular;;100%CuerodeOveja;1499900;1499900;t0081wat10;https://burgues.com/media/catalog/product/t/0/t0081wat10_0278.jpg;configurable;LINEA;
T0081MEN64;CamperaMenaggio|CuerodeCabraGamuzada;Abrigos;Camperas;Vestir;Regular;;100%CuerodeCabra;1499900;1499900;t0081men64;https://burgues.com/media/catalog/product/t/0/t0081men64_0244.jpg;configurable;TEMPORADA;
T0081JAK10;CamperaJake|CuerodeOveja;Abrigos;Camperas;;Regular;;100%CueroDeOveja;1499900;1499900;t0081jak10;https://burgues.com/media/catalog/product/t/0/t0081jak10_0553.jpg;configurable;TEMPORADA;
X0031AUS10;AmboAustralia;Sastreria;Sacos;;ClassicFit;;100%Lana;1499900;1499900;x0031aus10;https://burgues.com/media/catalog/product/x/0/x0031aus10_0047_1_.jpg;configurable;TEMPORADA;
X0031AUS21;AmboAustralia;Sastreria;Sacos;;ClassicFit;;100%Lana;1499900;1499900;x0031aus21;https://burgues.com/media/catalog/product/x/0/x0031aus21_0498.jpg;configurable;TEMPORADA;
X0031AUS15;AmboAustralia;Sastreria;Sacos;;ClassicFit;;100%Lana;1499900;1499900;x0031aus15;https://burgues.com/media/catalog/product/x/0/x0031aus15_0250_1_.jpg;configurable;TEMPORADA;
X0031SIL10;AmboSilk;Sastreria;Sacos;;SlimFit;;85%lana-15%Seda;1499900;1499900;x0031sil10;https://burgues.com/media/catalog/product/x/0/x0031sil10_0200.jpg;configurable;TEMPORADA;
X0031SIL21;AmboSilk;Sastreria;Sacos;;SlimFit;;85%lana-15%Seda;1499900;1499900;x0031sil21;https://burgues.com/media/catalog/product/x/0/x0031sil21_0542.jpg;configurable;TEMPORADA;
T0081NMA6E;CamperaNewMadison|CueroDeOveja;Abrigos;Camperas;Vestir;Regular;;100%CueroDeOveja.Forro:100%Acetato;1399900;1399900;t0081nma6e;https://burgues.com/media/catalog/product/t/0/t0081nma6e_0803.jpg;configurable;TEMPORADA;
T0081CRA10;CamperaCraig|CueroDeOveja;Abrigos;Camperas;Vestir;Regular;;100%CueroDeOveja.Forro:100%Acetato;1399900;1399900;t0081cra10;https://burgues.com/media/catalog/product/t/0/t0081cra10-1_1.jpg;configurable;TEMPORADA;
T0081HAR10;CamperaHarris|Cuerodeoveja;Abrigos;Camperas;Vestir;Regular;;100%CueroDeOveja.Forro:100%Acetato;1399900;1399900;t0081har10;https://burgues.com/media/catalog/product/t/0/t0081har10-1.jpg;configurable;TEMPORADA;
T0081HAR69;CamperaHarris|Cuerodeoveja;Abrigos;Camperas;Vestir;Regular;;100%CueroDeOveja.Forro:100%Acetato;1399900;1399900;t0081har69;https://burgues.com/media/catalog/product/t/0/t0081har69-1_1.jpg;configurable;TEMPORADA;
T0081NMA10;CamperaNewMadison|CueroDeOveja;Abrigos;Camperas;Vestir;Regular;;100%CueroDeOveja.Forro:100%Acetato;1399900;1399900;t0081nma10;https://burgues.com/media/catalog/product/t/0/t0081nma10-1_1.jpg;configurable;TEMPORADA;
T0081NMA60;CamperaNewMadison|CueroDeOveja;Abrigos;Camperas;Vestir;Regular;;100%CueroDeOveja.Forro:100%Acetato;1399900;1399900;t0081nma60;https://burgues.com/media/catalog/product/t/0/t0081nma60-1.jpg;configurable;TEMPORADA;
T0081VAR66;CamperaVarenna|CueroDeCabra;Abrigos;Camperas;Vestir;ClassicFit;;100%CuerodeCabra;1399900;1399900;t0081var66;https://burgues.com/media/catalog/product/t/0/t0081var66_0807.jpg;configurable;TEMPORADA;
T0081BLL10;CamperaBellano|CuerodeOveja;Abrigos;Camperas;;Regular;;100%CueroVacuno;1399900;1399900;t0081bll10;https://burgues.com/media/catalog/product/t/0/t0081bel10bellano_0595.jpg;configurable;TEMPORADA;
T0081BOR10;CamperaBoris|CueroDeOveja;Abrigos;Camperas;Vestir;Regular;;100%CueroDeOveja.Forro:100%Acetato;1399900;1399900;t0081bor10;https://burgues.com/media/catalog/product/t/0/t0081bor10_0183.jpg;configurable;TEMPORADA;
T0081JUN6M;CamperaJune|CueroDeCabra;Abrigos;Camperas;Vestir;Regular;;100%CueroDeCabra.Forro:100%Acetato;1199900;1199900;t0081jun6m;https://burgues.com/media/catalog/product/t/0/t0081jun6m-4.jpg;configurable;TEMPORADA;
T0081MRR10;SobrecamisaMirror|CuerodeCabra;Abrigos;Camisas;Vestir;ClassicFit;;100%CuerodeCabra;1199900;1199900;t0081mrr10;https://burgues.com/media/catalog/product/t/0/t0081mrr10_0429.jpg;configurable;TEMPORADA;
T0081MRR30;SobrecamisaMirror|CuerodeCabra;Abrigos;Camisas;Vestir;ClassicFit;;100%CuerodeCabra;1199900;1199900;t0081mrr30;https://burgues.com/media/catalog/product/t/0/t0081mir30_1282_2.jpg;configurable;TEMPORADA;
T0081MRR2A;SobrecamisaMirror|CuerodeCabra;Abrigos;Camisacos;;ClassicFit;;100%CuerodeCabra;1199900;1199900;t0081mrr2a;https://burgues.com/media/catalog/product/t/0/t0081mrr2a_0847.jpg;configurable;TEMPORADA;
T0081MRR6M;SobrecamisaMirror|CuerodeCabra;Abrigos;Camisacos;;ClassicFit;;100%CuerodeCabra;1199900;1199900;t0081mrr6m;https://burgues.com/media/catalog/product/t/0/t0081mrr62_13_.jpg;configurable;TEMPORADA;
T0065GALN4;TapadoGales|100%Lana;Abrigos;Tapados;Vestir;ClassicFit;;100%Lana;999900;999900;t0065galn4;https://burgues.com/media/catalog/product/t/0/t0065galn4_1725.jpg;configurable;LINEA;
T0061NUB21;SacoNub;Sastreria;Sacos;Vestir;SlimFit;;100%Lana;999900;999900;t0061nub21;https://burgues.com/media/catalog/product/t/0/t0061nub21-1.jpg;configurable;TEMPORADA;
T0061PAR62;SacoParma|LanaMerinoS120;Sastreria;Sacos;Vestir;SlimFit;;100%Lana;999900;999900;t0061par62;https://burgues.com/media/catalog/product/t/0/t0061par62_0455.jpg;configurable;TEMPORADA;
T0061RIO10;SacoRione|LanaS120;Sastreria;Sacos;Vestir;SlimFit;;100%Lana;999900;999900;t0061rio10;https://burgues.com/media/catalog/product/t/0/t0061rio10-4.jpg;configurable;TEMPORADA;
T0061FEL21;SacoFelice|LanaS120;Sastreria;Sacos;Vestir;SlimFit;;100%Lana;999900;999900;t0061fel21;https://burgues.com/media/catalog/product/t/0/t0061fel21-4.jpg;configurable;TEMPORADA;
T0061POI60;SacoPoiret;Sastreria;Sacos;Vestir;ClassicFit;;100%Lana;999900;999900;t0061poi60;https://burgues.com/media/catalog/product/t/0/t0061poi60_265310.jpg;configurable;TEMPORADA;
T0061REN21;SacoReno|100%Lana;Sastreria;Sacos;Vestir;ClassicFit;;100%Lana;999900;999900;t0061ren21;https://burgues.com/media/catalog/product/t/0/t0061ren21_265556.jpg;configurable;TEMPORADA;
T0061JOH21;SacoJohn;Sastreria;Sacos;Vestir;SlimFit;;WoolBlend|55%Lana-24%Poliéster-15%Viscosa-5%Cashmere1%Elastano.Forro:100%Acetato;899900;899900;t0061joh21;https://burgues.com/media/catalog/product/t/0/t0061joh21_1024.jpg;configurable;TEMPORADA;
T0061CRU21;SacoCrux;Sastreria;Sacos;Vestir;ClassicFit;;WoolBlend|70%Lana-26%Poliéster-4%Elastano.Forro:100%Acetato;849900;849900;t0061cru21;https://burgues.com/media/catalog/product/t/0/t0061cru21-1.jpg;configurable;TEMPORADA;
T0061CRU10;SacoCrux;Sastreria;Sacos;Vestir;ClassicFit;;WoolBlend|70%Lana-26%Poliéster-4%Elastano.Forro:100%Acetato;849900;849900;t0061cru10;https://burgues.com/media/catalog/product/t/0/t0061cru10-1.jpg;configurable;TEMPORADA;
B0073MAR2A;PantalónMarzotto|MadeinItaly;Pantalones;Pantalones;Vestir;ClassicFit;;100%Lana;749900;749900;b0073mar2a;https://burgues.com/media/catalog/product/b/0/b0073mar2a_1068_-_copia.jpg;configurable;TEMPORADA;
B0073MAR10;PantalónMarzotto|MadeinItaly;Pantalones;Pantalones;Vestir;ClassicFit;;100%Lana;749900;749900;b0073mar10;https://burgues.com/media/catalog/product/b/0/b0073mar10-1.jpg;configurable;TEMPORADA;
B0073MAR21;PantalónMarzotto|MadeinItaly;Pantalones;Pantalones;Vestir;ClassicFit;;100%Lana;749900;749900;b0073mar21;https://burgues.com/media/catalog/product/b/0/b0073mar21-1.jpg;configurable;TEMPORADA;
T0061MAL08;SacoMalaga|Purolino;Sastreria;Sacos;Vestir;ClassicFit;;100%Lino;699900;699900;t0061mal08;https://burgues.com/media/catalog/product/t/0/t0061mal08_0081.jpg;configurable;TEMPORADA;
T0061MAL04;SacoMalaga|Purolino;Sastreria;Sacos;Vestir;ClassicFit;;100%Lino;699900;699900;t0061mal04;https://burgues.com/media/catalog/product/t/0/t0061mal04_0050_1_.jpg;configurable;TEMPORADA;
T0061MAL63;SacoMalaga|Purolino;Sastreria;Sacos;Vestir;ClassicFit;;100%Lino;699900;699900;t0061mal63;https://burgues.com/media/catalog/product/t/0/t0061mal63_0237.jpg;configurable;TEMPORADA;
T0061MAL60;SacoMalaga|Purolino;Sastreria;Sacos;Vestir;ClassicFit;;100%Lino;699900;699900;t0061mal60;https://burgues.com/media/catalog/product/t/0/t0061mal60_0159.jpg;configurable;ARCHIVE;
T0061MAL10;SacoMalaga|Purolino;Sastreria;Sacos;Vestir;ClassicFit;;100%Lino;699900;699900;t0061mal10;https://burgues.com/media/catalog/product/t/0/t0061mal10_0405.jpg;configurable;TEMPORADA;
T0061MAL21;SacoMalaga|Purolino;Sastreria;Sacos;Vestir;ClassicFit;;100%Lino;699900;699900;t0061mal21;https://burgues.com/media/catalog/product/t/0/t0061mal21-4_1_.jpg;configurable;TEMPORADA;
T0061CLO2A;SacoCloud;Sastreria;Sacos;Vestir;ClassicFit;;100%Algodón;699900;699900;t0061clo2a;https://burgues.com/media/catalog/product/t/0/t0061clo2a_0031.jpg;configurable;TEMPORADA;
T0061MAL30;SacoMalaga|Purolino;Sastreria;Sacos;Vestir;ClassicFit;;100%Lino;699900;699900;t0061mal30;https://burgues.com/media/catalog/product/t/0/t0061mal30_0699.jpg;configurable;TEMPORADA;
T0061MLL04;SacoMalaga|Purolino;Sastreria;Sacos;Vestir;ClassicFit;;100%Lino;699900;699900;t0061mll04;https://burgues.com/media/catalog/product/t/0/t0061mll04_1077.jpg;configurable;ARCHIVE;50|52
T0061SEV21;SacoSevilla;Sastreria;Sacos;Vestir;ClassicFit;;55%Lino-42%Viscosa-3%Elastano;699900;699900;t0061sev21;https://burgues.com/media/catalog/product/t/0/t0061sev21_0649.jpg;configurable;ARCHIVE;48|50|52
T0061SEV62;SacoSevilla;Sastreria;Sacos;Vestir;ClassicFit;;55%Lino-42%Viscosa-3%Elastano;699900;699900;t0061sev62;https://burgues.com/media/catalog/product/t/0/t0061sev62_0577.jpg;configurable;ARCHIVE;44|46|48|52|54
T0061SEV04;SacoSevilla;Sastreria;Sacos;Vestir;ClassicFit;;55%Lino-42%Viscosa-3%Elastano;699900;699900;t0061sev04;https://burgues.com/media/catalog/product/t/0/t0061sev04_0713_1_.jpg;configurable;ARCHIVE;
T0061MLL21;SacoMalaga|Purolino;Sastreria;Sacos;Vestir;ClassicFit;;100%Lino;699900;699900;t0061mll21;https://burgues.com/media/catalog/product/t/0/t0061mll21_0860.jpg;configurable;TEMPORADA;
T0061DEL10;SacoDeluxe;Sastreria;Sacos;;SlimFit;;50%Lana-50%Poliester;669900;669900;t0061del10;https://burgues.com/media/catalog/product/t/0/t0061del10_0162.jpg;configurable;TEMPORADA;
T0061DEL21;SacoDeluxe;Sastreria;Sacos;;SlimFit;;50%Lana-50%Poliester;669900;669900;t0061del21;https://burgues.com/media/catalog/product/t/0/t0061del21_0724.jpg;configurable;TEMPORADA;
T0061DEL22;SacoDeluxe;Sastreria;Sacos;;SlimFit;;50%Lana-50%Poliester;669900;669900;t0061del22;https://burgues.com/media/catalog/product/t/0/t0061del22_0460.jpg;configurable;TEMPORADA;
T0061DEL15;SacoDeluxe;Sastreria;Sacos;;SlimFit;;50%Lana-50%Poliester;669900;669900;t0061del15;https://burgues.com/media/catalog/product/b/0/b0073del15_0378.jpg;configurable;TEMPORADA;
T0061DEL60;SacoDeluxe;Sastreria;Sacos;;SlimFit;;50%Lana-50%Poliester;669900;669900;t0061del60;https://burgues.com/media/catalog/product/t/0/t0061del60_0297.jpg;configurable;TEMPORADA;
T0068LIN10;PilotoLincoln|WaterRepellent;Abrigos;Pilotos;Vestir;ClassicFit;;100%Poliester;599900;599900;t0068lin10;https://burgues.com/media/catalog/product/t/0/t0068lin10_0098.jpg;configurable;TEMPORADA;
T0068LIN62;PilotoLincoln|WaterRepellent;Abrigos;Pilotos;Vestir;ClassicFit;;100%Poliester;599900;599900;t0068lin62;https://burgues.com/media/catalog/product/t/0/t0068lin62_0150.jpg;configurable;TEMPORADA;
T0068LYS10;PilotoLysark|100%Waterproof;Abrigos;Pilotos;Vestir;;;75%Algodón-25%Poliamida;599900;599900;t0068lys10;https://burgues.com/media/catalog/product/t/0/t0068lys10_1270_2.jpg;configurable;TEMPORADA;
C0014HIG10;BolsoHighline;Accesorios;Bolsos;;;;100%CueroVacuno;599900;599900;bolso-highline-10;https://burgues.com/media/catalog/product/c/0/c0014hig10.jpg;configurable;TEMPORADA;
C0014YVA61;BolsoYvart;Accesorios;Bolsos;;;;100%CueroVacuno;599900;599900;c0014yva61;https://burgues.com/media/catalog/product/c/0/c0014yva61.jpg;configurable;TEMPORADA;
C0014YVA67;BolsoYvart;Accesorios;Bolsos;;;;100%CueroVacuno;599900;599900;c0014yva67;https://burgues.com/media/catalog/product/c/0/c0014yva67.jpg;configurable;TEMPORADA;
C0014CHE10;BolsoChelsea;Accesorios;;Vestir;;;100%CueroVacuno;599900;599900;c0014che10;https://burgues.com/media/catalog/product/c/0/c0014che10.jpg;configurable;TEMPORADA;
C0014CHE21;BolsoChelsea;Accesorios;;Vestir;;;100%CueroVacuno;599900;599900;c0014che21;https://burgues.com/media/catalog/product/c/0/c0014che21.jpg;configurable;TEMPORADA;
C0014CHE69;BolsoChelsea;Accesorios;;Vestir;;;100%CueroVacuno;599900;599900;c0014che69;https://burgues.com/media/catalog/product/c/0/c0014che-1.jpg;configurable;TEMPORADA;
C0014HIG69;BolsoHighline;Accesorios;Bolsos;;;;100%CueroVacuno;599900;599900;bolso-highline-69;https://burgues.com/media/catalog/product/c/0/c0014hig-1.jpg;configurable;TEMPORADA;
C0014PRO10;BolsoProvenza;Accesorios;Bolsos;;;;100%CueroVacuno;499900;499900;bolso-provenza-10;https://burgues.com/media/catalog/product/c/0/c0014pro10.jpg;configurable;TEMPORADA;
T0030DAR21;CamperaDarwin;Abrigos;Camperas;Vestir;;;72%Poliester-28%Viscosa;499900;499900;t0030dar21;https://burgues.com/media/catalog/product/t/0/t0030dar21_1333.jpg;configurable;TEMPORADA;
T0030POP10;CamperaPoplin|PimaPeruano;Abrigos;Camperas;Vestir;Regular;;96%Algodón-4%Elastano;499900;499900;t0030pop10;https://burgues.com/media/catalog/product/t/0/t0030pop10_1168.jpg;configurable;TEMPORADA;
T0067OSK04;CamisacoOskar|PuroLino;Abrigos;Camisacos;;ClassicFit;;100%Lino;499900;499900;t0067osk04;https://burgues.com/media/catalog/product/t/0/t0067osk04_0.jpg;configurable;TEMPORADA;
T0061TAI10;SacoTailor;Sastreria;Sacos;;SlimFit;;73%Poliester-25%Rayon-2%Elastano;479900;479900;t0061tai10;https://burgues.com/media/catalog/product/t/0/t0061tai10_0342.jpg;configurable;TEMPORADA;
T0061TAI21;SacoTailor;Sastreria;Sacos;;SlimFit;;73%Poliester-25%Rayon-2%Elastano;479900;479900;t0061tai21;https://burgues.com/media/catalog/product/t/0/t0061tai21_0102.jpg;configurable;TEMPORADA;
T0067ELI15;CamisacoElio|CashmereBlend;Abrigos;Camisacos;;ClassicFit;;90%lanamerino-10%cashemere;449900;449900;t0067eli15;https://burgues.com/media/catalog/product/e/d/edit-t0067eli61_0119_1_.jpg;configurable;LINEA;
T0067ELI61;CamisacoElio|CashmereBlend;Abrigos;Camisacos;;ClassicFit;;90%lanamerino-10%cashemere;449900;449900;t0067eli61;https://burgues.com/media/catalog/product/t/0/t0067eli61_0119.jpg;configurable;LINEA;
T0067ELI10;CamisacoElio|CashmereBlend;Abrigos;Camisacos;Vestir;ClassicFit;;90%lanamerino-10%cashemere;449900;449900;t0067eli10;https://burgues.com/media/catalog/product/t/0/t0067eli10_0479.jpg;configurable;LINEA;
T0030RAG60;CamperaRago|WaterRepellent;Abrigos;Camperas;;ClassicFit;;75%Algodón-25%Poliamida;449900;449900;t0030rag60;https://burgues.com/media/catalog/product/t/0/t0030rag60_0482.jpg;configurable;TEMPORADA;
B0073NUB21;PantalónNub;Pantalones;Pantalones;Vestir;SlimFit;;100%Lana;449900;449900;b0073nub21;https://burgues.com/media/catalog/product/b/0/b0073nub21_0678.jpg;configurable;TEMPORADA;
B0073RIO10;PantalónRione;Pantalones;Pantalones;Vestir;SlimFit;;100%Lana;449900;449900;b0073rio10;https://burgues.com/media/catalog/product/b/0/b0073rio10-1.jpg;configurable;TEMPORADA;
B0073FEL21;PantalónFelice|LanaS120;Pantalones;Pantalones;Vestir;SlimFit;;100%Lana;449900;449900;b0073fel21;https://burgues.com/media/catalog/product/b/0/b0073fel21-2.jpg;configurable;TEMPORADA;
B0073PAR62;PantalónParma|LanaMerinoS120;Pantalones;Pantalones;Vestir;SlimFit;;100%Lana;449900;449900;b0073par62;https://burgues.com/media/catalog/product/b/0/b0073par62_0950.jpg;configurable;TEMPORADA;
B0073POI60;PantalónPoiret;Sastreria;Pantalones;Vestir;ClassicFit;;100%Lana;449900;449900;b0073poi60;https://burgues.com/media/catalog/product/b/0/b0073poi60_265351.jpg;configurable;TEMPORADA;
B0073REN21;PantalónReno;Sastreria;Pantalones;Vestir;ClassicFit;;100%Lana;449900;449900;b0073ren21;https://burgues.com/media/catalog/product/t/0/t0061ren21_265547_1.jpg;configurable;TEMPORADA;
T0061JON21;SacoJones;Sastreria;Sacos;Vestir;Regular;;97%Algodón-3%Elastano;449900;449900;t0061jon21;https://burgues.com/media/catalog/product/t/0/t0061jon21_0817.jpg;configurable;TEMPORADA;
T0061JON62;SacoJones;Sastreria;Sacos;Vestir;Regular;;97%Algodón-3%Elastano;449900;449900;t0061jon62;https://burgues.com/media/catalog/product/t/0/t0061jon62_1583.jpg;configurable;TEMPORADA;
T0061JON04;SacoJones;Sastreria;Sacos;Vestir;Regular;;97%Algodón-3%Elastano;449900;449900;t0061jon04;https://burgues.com/media/catalog/product/t/0/t0061jon04_1177.jpg;configurable;TEMPORADA;
T0061JON10;SacoJones;Sastreria;Sacos;Vestir;Regular;;97%Algodón-3%Elastano;449900;449900;t0061jon10;https://burgues.com/media/catalog/product/t/0/t0061jon10_0514.jpg;configurable;TEMPORADA;
S0090YVE60;MocasinYves;Shoes;Mocasin;Vestir;;;100%CueroVacuno;429900;429900;mocasin-yves-60;;configurable;TEMPORADA;
S0092SHI60;ZapatoShine|100%cuero;Shoes;Zapatos;Vestir;;;100%CueroVacuno;429900;429900;zapato-shine-60;;configurable;TEMPORADA;
S0092SHI10;ZapatoShine;Shoes;Zapatos;Vestir;;;100%CueroVacuno;429900;429900;zapato-shine-10;https://burgues.com/media/catalog/product/0/4/04_a_7.jpg;configurable;TEMPORADA;
S0092PRI10;ZapatoPrivate;Shoes;Zapatos;Sport;;;100%CueroVacuno;429900;429900;zapato-private-10;;configurable;TEMPORADA;
S0090YVE69;MocasinYves;Shoes;Mocasin;Vestir;;;100%CueroVacuno;429900;429900;mocasin-yves-69;;configurable;TEMPORADA;
S0090YVE10;MocasinYves;Shoes;Mocasin;Vestir;;;100%CueroVacuno;429900;429900;mocasin-yves-10;;configurable;TEMPORADA;
S0091GLA10;ZapatoGlam;Shoes;Zapatos;Vestir;;;100%CueroVacuno;429900;429900;zapato-glam-10;;configurable;TEMPORADA;
S0092LOR10;ZapatoLoreto|100%Cuero;Shoes;Zapatos;Vestir;;;100%CueroVacuno;429900;429900;s0092lor10;https://burgues.com/media/catalog/product/_/l/_lr05988.jpg;configurable;TEMPORADA;
C0015GRE08;MantaGreco;Accesorios;Mantas;;;;100%Lana;399900;399900;manta-greco-8;https://burgues.com/media/catalog/product/c/0/c0015gre08-1.jpg;configurable;TEMPORADA;
C0015GRE10;MantaGreco;Accesorios;Mantas;;;;100%Lana;399900;399900;manta-greco-10;https://burgues.com/media/catalog/product/c/0/c0015gre10-1.jpg;configurable;TEMPORADA;
T0063MRN21;ChalecoModern;Sastreria;Chalecos;Vestir;ClassicFit;;WoolBlend|70%Lana-26%Poliéster-4%Elastano;399900;399900;t0063mrn21;https://burgues.com/media/catalog/product/t/0/t0063mrn21-1.jpg;configurable;TEMPORADA;
T0063MRN10;ChalecoModern;Sastreria;Chalecos;Vestir;ClassicFit;;WoolBlend|70%Lana-26%Poliéster-4%Elastano;399900;399900;t0063mrn10;https://burgues.com/media/catalog/product/t/0/t0063mrn10_0161.jpg;configurable;TEMPORADA;
T0041LUI10;SweaterLuigi|WoolBlend;Sweaters;Sweaters;Sport;ClassicFit;;WoolBlend|90%Lanamerino-10%Cashemere;399900;399900;t0041lui10;;configurable;TEMPORADA;
T0041LUI61;SweaterLuigi|WoolBlend;Sweaters;Sweaters;Sport;ClassicFit;;WoolBlend|90%Lanamerino-10%Cashemere;399900;399900;t0041lui61;;configurable;TEMPORADA;
B0073CLE10;PantalónClever|WoolBlend;Pantalones;Pantalones;Vestir;ClassicFit;;WoolBlend|70%Lana-26%Poliester-4%Elastano;399900;399900;b0073cle10;https://burgues.com/media/catalog/product/b/0/b0073cle10_0009_1_.jpg;configurable;TEMPORADA;
B0073CLE15;PantalónClever|WoolBlend;Pantalones;Pantalones;Vestir;ClassicFit;;WoolBlend|70%Lana-26%Poliester-4%Elastano;399900;399900;b0073cle15;https://burgues.com/media/catalog/product/b/0/b0073cle15_0073_1.jpg;configurable;TEMPORADA;
B0073CLE21;PantalónClever|WoolBlend;Pantalones;Pantalones;Vestir;ClassicFit;;WoolBlend|70%Lana-26%Poliester-4%Elastano;399900;399900;b0073cle21;https://burgues.com/media/catalog/product/b/0/b0073cle21_0377_-_copia_1.jpg;configurable;TEMPORADA;
B0073COL10;PantalónCollins;Pantalones;Pantalones;Vestir;WideFit;;70%Lana-26%Poliester-4%Elastano;399900;399900;b0073col10;https://burgues.com/media/catalog/product/b/0/b0073col10_0350.jpg;configurable;TEMPORADA;
B0073COL21;PantalónCollins;Pantalones;Pantalones;Vestir;WideFit;;WoolBlend|70%Lana-26%Poliester-4%Elastano;399900;399900;b0073col21;https://burgues.com/media/catalog/product/b/0/b0073col21_0701.jpg;configurable;TEMPORADA;
T0030TOL21;CamperaToledo;Abrigos;Camperas;;ClassicFit;;80%Poliester-20%Viscosa;399900;399900;t0030tol21;https://burgues.com/media/catalog/product/t/0/t0030tol21_0269.jpg;configurable;TEMPORADA;
T0052GRA01;CamisaGranada|PimaCotton;Camisas;Camisas;Vestir;SlimFit;CuelloCutaway;100%Algodón;379900;379900;t0052gra01;https://burgues.com/media/catalog/product/t/0/t0052gra01-1_1_.jpg;configurable;TEMPORADA;
T0052GRA23;CamisaGranada|PimaCotton;Camisas;Camisas;Vestir;SlimFit;CuelloCutaway;100%Algodón;379900;379900;t0052gra23;https://burgues.com/media/catalog/product/t/0/t0052gra23_0161.jpg;configurable;TEMPORADA;
S0093CLA10;BotaClark|Leather;Shoes;Botas;Vestir;;;100%CueroVacuno;349900;349900;s0093cla10;https://burgues.com/media/catalog/product/_/l/_lr07436.jpg;configurable;TEMPORADA;
T0041GIN62;SacoGina|HiladoAlgodónPremium;Sastreria;Sacos;;ClassicFit;;100%Algodón;349900;349900;t0041gin62;https://burgues.com/media/catalog/product/t/0/t0041gin62_0753.jpg;configurable;TEMPORADA;
T0041ELI10;ChaquetaTejidaElina;Sweaters;Sacos;;ClassicFit;;45%Algodón-45%Viscosa-8%Poliamida-2%Elastomero;349900;349900;t0041eli10;https://burgues.com/media/catalog/product/t/0/t0041eli10_0780.jpg;configurable;TEMPORADA;
B0073CLI10;PantalónClint;Pantalones;Pantalones;Vestir;Regular;;75%Poliéster-25%Viscosa;349900;349900;b0073cli10;https://burgues.com/media/catalog/product/b/0/b0073cli10-1_1.jpg;configurable;TEMPORADA;
T0041GIN21;SacoGina;Sastreria;Sacos;Vestir;ClassicFit;;100%Algodón;349900;349900;t0041gin21;https://burgues.com/media/catalog/product/t/0/t0041gin21-4.jpg;configurable;TEMPORADA;
S0093CLA60;BotaClark|Leather;Shoes;Botas;Vestir;;;100%CueroVacuno;349900;349900;s0093cla60;https://burgues.com/media/catalog/product/_/l/_lr07429.jpg;configurable;TEMPORADA;
T0041ELI08;ChaquetaTejidaElina;Sweaters;Sacos;;ClassicFit;;45%Algodón-45%Viscosa-8%Poliamida-2%Elastomero;349900;349900;t0041eli08;https://burgues.com/media/catalog/product/t/0/t0041eli08_1155.jpg;configurable;TEMPORADA;
S0092GEM10;ZapatoGema|Leather;Shoes;Zapatos;Vestir;;;100%CueroVacuno;349900;349900;s0092gem10;https://burgues.com/media/catalog/product/_/l/_lr07424.jpg;configurable;TEMPORADA;
S0092GEM60;ZapatoGema|Leather;Shoes;Zapatos;Vestir;;;100%CueroVacuno;349900;349900;s0092gem60;https://burgues.com/media/catalog/product/_/l/_lr07415.jpg;configurable;TEMPORADA;
T0052NAN01;CamisaNantes;Camisas;Camisas;Vestir;ClassicFit;CuelloCutaway;100%Algodón;339900;339900;t0052nan01;https://burgues.com/media/catalog/product/t/0/t0052nan01-4.jpg;configurable;TEMPORADA;
T0141MAR10;CamperaMarlo;Abrigos;Camperas;Vestir;ClassicFit;;70%Viscosa-30%Poliester;329900;329900;t0141mar10;https://burgues.com/media/catalog/product/t/0/t0141mar10_1452.jpg;configurable;TEMPORADA;
